running_id,participant_id,code,payoff,PQ1,PQ2,PQ3,PQ4,PQ6,PQ7,PQ8,PQ9,PQ10,gattitude_AI,IMC,age,gender,education,work_status,comp_skill,forecasting_skill,similar_exp,time_inst,time_total,tinst_ttot,a,b,running_id,page,round,test_round,AI_forecast,human_forecast,selected_forecast,select_human,selected_quant,pos_dir,large_mag,sort,sort_num,demand,adjustment,value,min_devtomean,dev_to_mean,h_AI_samedev,closer_to_mean,h_closer_tomean,adj_vs_mean,adj_vs_AI,earlier_rounds,later_rounds,directly_after_feedback,twor_after_feedback
401,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,401,1,1,0,8,4,AI,0,8,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1,1
402,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,402,1,2,0,15,9,AI,0,15,0,1,H<D<AI,8,11,-6,1,1,5,0,0,1,0.6,0.4,1,0,0,1
403,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,403,1,3,0,7,10,AI,0,7,1,0,AI<D=H,9,8,3,0,0,3,0,0,1,0.3,0.428571429,1,0,0,0
404,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,404,1,4,0,14,24,AI,0,14,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0,0
405,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,405,1,5,0,7,4,AI,0,7,0,0,H<AI<D,7,6,-3,0,3,3,0,1,0,0.3,0.428571429,1,0,0,0
406,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,406,1,6,0,13,19,AI,0,13,1,1,D<AI<H,1,5,6,0,3,3,0,1,0,0.6,0.461538462,1,0,0,0
407,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,407,1,7,0,6,14,AI,0,6,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0,0
408,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,408,1,8,0,26,17,AI,0,26,0,1,D<H<AI,2,10,-9,1,7,16,0,0,1,0.9,0.346153846,1,0,0,0
409,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,409,2,9,0,12,8,AI,0,12,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1,1
410,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,410,2,10,0,18,26,Human,1,26,1,1,D<AI<H,1,10,8,0,8,16,0,0,0,0.8,0.444444444,0,0,0,1
411,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,411,2,11,0,17,14,AI,0,17,0,0,D<H<AI,2,10,-3,1,4,7,0,0,1,0.3,0.176470588,0,0,0,0
412,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,412,2,12,0,10,8,Human,1,8,0,0,H<D=AI,6,4,-2,1,0,2,0,0,0,0.2,0.2,0,0,0,0
413,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,413,2,13,0,14,17,AI,0,14,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0,0
414,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,414,2,14,0,9,16,Human,1,16,1,1,AI<D<H,3,6,7,0,1,6,0,0,0,0.7,0.777777778,0,0,0,0
415,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,415,2,15,0,14,11,AI,0,14,0,0,D<H<AI,2,13,-3,0,1,4,0,0,1,0.3,0.214285714,0,0,0,0
416,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,416,2,16,0,4,7,Human,1,7,1,0,AI<H<D,10,6,3,1,3,3,0,1,1,0.3,0.75,0,0,0,0
417,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,417,3,17,0,13,4,AI,0,13,0,1,H<D<AI,8,7,-9,1,3,3,0,1,0,0.9,0.692307692,0,0,1,1
418,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,418,3,18,0,5,9,AI,0,5,1,0,AI<H<D,10,6,4,0,1,5,0,0,1,0.4,0.8,0,0,0,1
419,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,419,3,19,0,8,12,Human,1,12,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0,0
420,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,420,3,20,0,14,7,Human,1,7,0,1,H<D<AI,8,9,-7,1,3,3,0,1,1,0.7,0.5,0,0,0,0
421,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,421,3,21,0,12,21,AI,0,12,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0,0
422,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,422,3,22,0,11,8,AI,0,11,0,0,H<D<AI,8,12,-3,0,1,1,0,1,0,0.3,0.272727273,0,0,0,0
423,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,423,3,23,0,24,17,Human,1,17,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0,0
424,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,424,3,24,0,16,3,Human,1,3,0,1,H<D<AI,8,5,-13,1,6,7,0,0,0,1.3,0.8125,0,0,0,0
425,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,425,4,25,0,10,14,AI,0,10,1,0,D=AI<H,4,13,4,1,0,0,0,1,0,0.4,0.4,0,0,1,1
426,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,426,4,26,0,10,3,Human,1,3,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0,1
427,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,427,4,27,0,1,9,AI,0,1,1,1,AI<H<D,10,10,8,1,1,9,0,0,1,0.8,8,0,0,0,0
428,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,428,4,28,0,14,13,AI,0,14,0,0,D<H<AI,2,20,-1,0,3,4,0,0,1,0.1,0.071428571,0,0,0,0
429,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,429,4,29,0,12,9,Human,1,9,0,0,H<D<AI,8,10,-3,1,1,1,0,1,1,0.3,0.25,0,0,0,0
430,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,430,4,30,0,14,16,AI,0,14,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0,0
431,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,431,4,31,0,6,7,AI,0,6,1,0,AI<H<D,10,18,1,1,3,4,0,0,1,0.1,0.166666667,0,0,0,0
432,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,432,4,32,0,26,20,AI,0,26,0,1,D<H<AI,2,10,-6,1,10,16,0,0,1,0.6,0.230769231,0,0,0,0
433,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,433,5,33,0,10,12,Human,1,12,1,0,D=AI<H,4,19,2,1,0,2,0,0,0,0.2,0.2,0,0,1,1
434,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,434,5,34,0,17,15,AI,0,17,0,0,D<H<AI,2,19,-2,0,5,7,0,0,1,0.2,0.117647059,0,0,0,1
435,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,435,5,35,0,6,2,AI,0,6,0,0,H<AI<D,7,10,-4,0,4,4,0,1,0,0.4,0.666666667,0,0,0,0
436,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,436,5,36,0,8,15,Human,1,15,1,1,AI<D<H,3,7,7,0,2,5,0,0,0,0.7,0.875,0,0,0,0
437,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,437,5,37,0,12,23,Human,1,23,1,1,D<AI<H,1,13,11,0,2,13,0,0,0,1.1,0.916666667,0,0,0,0
438,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,438,5,38,0,19,11,Human,1,11,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0,0
439,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,439,5,39,0,8,11,AI,0,8,1,0,AI<D<H,3,7,3,0,1,2,0,0,1,0.3,0.375,0,0,0,0
440,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,440,5,40,0,13,24,AI,0,13,1,1,D<AI<H,1,20,11,1,3,3,0,1,0,1.1,0.846153846,0,0,0,0
441,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,441,6,41,0,17,9,AI,0,17,0,1,H<D<AI,8,10,-8,1,1,7,0,0,1,0.8,0.470588235,0,1,1,1
442,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,442,6,42,0,9,12,Human,1,12,1,0,AI<D<H,3,10,3,0,1,2,0,0,0,0.3,0.333333333,0,1,0,1
443,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,443,6,43,0,3,6,Human,1,6,1,0,AI<H<D,10,10,3,1,4,4,0,1,1,0.3,1,0,1,0,0
444,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,444,6,44,0,7,14,Human,1,14,1,1,AI<D<H,3,10,7,0,3,4,0,0,0,0.7,1,0,1,0,0
445,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,445,6,45,0,20,14,AI,0,20,0,1,D<H<AI,2,22,-6,0,4,10,0,0,1,0.6,0.3,0,1,0,0
446,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,446,6,46,0,10,6,AI,0,10,0,0,H<D=AI,6,11,-4,0,0,0,0,1,0,0.4,0.4,0,1,0,0
447,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,447,6,47,0,6,12,Human,1,12,1,1,AI<D<H,3,7,6,0,2,2,0,1,1,0.6,1,0,1,0,0
448,8,atwaydqo,1.92,0,0,0,0,0,-2,-2,0,1,-0.6,I read the instructions,33,Female,Bachelor,"Working (part-time, full-time, self-employed)",4,4,Not at all,8.733333333,13.73333333,0.63592233,30,18,448,6,48,0,12,4,AI,0,12,0,1,H<D<AI,8,1,-8,1,2,2,0,1,0,0.8,0.666666667,0,1,0,0
449,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,449,0,a,1,11,17,Human,1,17,1,1,D<AI<H,1,10,6,0,1,7,0,0,0,0.6,0.545454545,0,0,0,0
450,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,450,0,b,1,15,12,AI,0,15,0,0,D<H<AI,2,7,-3,1,2,5,0,0,1,0.3,0.2,0,0,0,0
451,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,451,0,c,1,9,11,AI,0,9,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0,0
452,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,452,0,d,1,17,11,Human,1,11,0,1,D<H<AI,2,15,-6,0,1,1,0,1,1,0.6,0.352941176,0,0,0,0
453,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,453,0,e,1,10,13,AI,0,10,1,0,D=AI<H,4,7,3,0,0,0,0,1,0,0.3,0.3,0,0,0,0
454,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,454,0,f,1,17,10,Human,1,10,0,1,D=H<AI,5,11,-7,1,0,0,0,1,1,0.7,0.411764706,0,0,0,0
455,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,455,0,g,1,12,18,AI,0,12,1,1,D<AI<H,1,16,6,1,2,2,0,1,0,0.6,0.5,0,0,0,0
456,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,456,0,h,1,10,9,Human,1,9,0,0,H<D=AI,6,15,-1,0,0,1,0,0,0,0.1,0.1,0,0,0,0
457,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,457,1,1,0,8,4,AI,0,8,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1,1
458,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,458,1,2,0,15,9,Human,1,9,0,1,H<D<AI,8,11,-6,1,1,1,0,1,1,0.6,0.4,1,0,0,1
459,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,459,1,3,0,7,10,AI,0,7,1,0,AI<D=H,9,8,3,0,0,3,0,0,1,0.3,0.428571429,1,0,0,0
460,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,460,1,4,0,14,24,Human,1,24,1,1,D<AI<H,1,15,10,0,4,14,0,0,0,1,0.714285714,1,0,0,0
461,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,461,1,5,0,7,4,AI,0,7,0,0,H<AI<D,7,6,-3,0,3,3,0,1,0,0.3,0.428571429,1,0,0,0
462,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,462,1,6,0,13,19,Human,1,19,1,1,D<AI<H,1,5,6,0,3,9,0,0,0,0.6,0.461538462,1,0,0,0
463,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,463,1,7,0,6,14,Human,1,14,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0,0
464,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,464,1,8,0,26,17,AI,0,26,0,1,D<H<AI,2,10,-9,1,7,16,0,0,1,0.9,0.346153846,1,0,0,0
465,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,465,2,9,0,12,8,AI,0,12,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1,1
466,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,466,2,10,0,18,26,Human,1,26,1,1,D<AI<H,1,10,8,0,8,16,0,0,0,0.8,0.444444444,0,0,0,1
467,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,467,2,11,0,17,14,AI,0,17,0,0,D<H<AI,2,10,-3,1,4,7,0,0,1,0.3,0.176470588,0,0,0,0
468,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,468,2,12,0,10,8,Human,1,8,0,0,H<D=AI,6,4,-2,1,0,2,0,0,0,0.2,0.2,0,0,0,0
469,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,469,2,13,0,14,17,Human,1,17,1,0,D<AI<H,1,10,3,0,4,7,0,0,0,0.3,0.214285714,0,0,0,0
470,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,470,2,14,0,9,16,AI,0,9,1,1,AI<D<H,3,6,7,0,1,1,0,1,0,0.7,0.777777778,0,0,0,0
471,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,471,2,15,0,14,11,Human,1,11,0,0,D<H<AI,2,13,-3,0,1,1,0,1,1,0.3,0.214285714,0,0,0,0
472,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,472,2,16,0,4,7,AI,0,4,1,0,AI<H<D,10,6,3,1,3,6,0,0,1,0.3,0.75,0,0,0,0
473,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,473,3,17,0,13,4,AI,0,13,0,1,H<D<AI,8,7,-9,1,3,3,0,1,0,0.9,0.692307692,0,0,1,1
474,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,474,3,18,0,5,9,Human,1,9,1,0,AI<H<D,10,6,4,0,1,1,0,1,1,0.4,0.8,0,0,0,1
475,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,475,3,19,0,8,12,Human,1,12,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0,0
476,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,476,3,20,0,14,7,AI,0,14,0,1,H<D<AI,8,9,-7,1,3,4,0,0,1,0.7,0.5,0,0,0,0
477,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,477,3,21,0,12,21,AI,0,12,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0,0
478,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,478,3,22,0,11,8,Human,1,8,0,0,H<D<AI,8,12,-3,0,1,2,0,0,0,0.3,0.272727273,0,0,0,0
479,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,479,3,23,0,24,17,AI,0,24,0,1,D<H<AI,2,14,-7,1,7,14,0,0,1,0.7,0.291666667,0,0,0,0
480,9,daymyacz,1.18,1,1,0,1,1,1,1,1,0,0.4,I read the instructions,37,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,4,Not at all,0.85,11.11666667,0.076461769,24,24,480,3,24,0,16,3,AI,0,16,0,1,H<D<AI,8,5,-13,1,6,6,0,1,0,1.3,0.8125,0,0,0,0
